Gene Symbol,Gene ID,PCC,Tumor
PSMC1,ENSG00000100764.13,0.28,BRCA Tumor
OLR1,ENSG00000173391.8,0.28,BRCA Tumor
TMEM33,ENSG00000109133.12,0.28,BRCA Tumor
CRLF3,ENSG00000176390.11,0.28,BRCA Tumor
SMEK2,ENSG00000275052.4,0.28,BRCA Tumor
SEC24D,ENSG00000150961.14,0.28,BRCA Tumor
E2F3P1,ENSG00000267046.1,0.28,BRCA Tumor
MMGT1,ENSG00000169446.5,0.28,BRCA Tumor
NUSAP1,ENSG00000137804.12,0.28,BRCA Tumor
RP11-109E24.1,ENSG00000251517.1,0.28,BRCA Tumor
CAPZA1,ENSG00000116489.12,0.28,BRCA Tumor
SP110,ENSG00000135899.16,0.28,BRCA Tumor
TRA2B,ENSG00000136527.17,0.28,BRCA Tumor
LIMS1,ENSG00000169756.16,0.28,BRCA Tumor
GINS1,ENSG00000101003.9,0.28,BRCA Tumor
DDX58,ENSG00000107201.9,0.28,BRCA Tumor
CLCN5,ENSG00000171365.15,0.28,BRCA Tumor
TRAV3,ENSG00000211777.2,0.28,BRCA Tumor
PSMB8-AS1,ENSG00000204261.8,0.28,BRCA Tumor
LAMP2,ENSG00000005893.15,0.28,BRCA Tumor
TRAV13-1,ENSG00000211788.2,0.27,BRCA Tumor
DCK,ENSG00000156136.9,0.27,BRCA Tumor
UBE2D1,ENSG00000072401.14,0.27,BRCA Tumor
TXNRD1,ENSG00000198431.15,0.27,BRCA Tumor
CD163,ENSG00000177575.12,0.27,BRCA Tumor
FNBP1,ENSG00000187239.16,0.27,BRCA Tumor
MBD4,ENSG00000129071.9,0.27,BRCA Tumor
FMNL2,ENSG00000157827.19,0.27,BRCA Tumor
KIF4A,ENSG00000090889.11,0.27,BRCA Tumor
HJURP,ENSG00000123485.11,0.27,BRCA Tumor
HEATR3,ENSG00000155393.12,0.27,BRCA Tumor
RASGEF1B,ENSG00000138670.16,0.27,BRCA Tumor
RBL1,ENSG00000080839.11,0.27,BRCA Tumor
PSMD2,ENSG00000175166.16,0.27,BRCA Tumor
PARPBP,ENSG00000185480.11,0.27,BRCA Tumor
CCRL2,ENSG00000121797.9,0.27,BRCA Tumor
AC092580.4,ENSG00000235576.1,0.27,BRCA Tumor
SENP5,ENSG00000119231.10,0.27,BRCA Tumor
IL10RA,ENSG00000110324.9,0.27,BRCA Tumor
DPM1,ENSG00000000419.12,0.27,BRCA Tumor
OIP5,ENSG00000104147.8,0.27,BRCA Tumor
FYTTD1,ENSG00000122068.12,0.27,BRCA Tumor
CIAPIN1,ENSG00000005194.14,0.27,BRCA Tumor
PIK3CG,ENSG00000105851.10,0.27,BRCA Tumor
SRPRB,ENSG00000144867.11,0.27,BRCA Tumor
C2orf47,ENSG00000162972.10,0.27,BRCA Tumor
PPA1,ENSG00000180817.11,0.27,BRCA Tumor
DDX21,ENSG00000165732.12,0.27,BRCA Tumor
TRANK1,ENSG00000168016.13,0.27,BRCA Tumor
CTB-52I2.4,ENSG00000273654.1,0.27,BRCA Tumor
SMC6,ENSG00000163029.15,0.27,BRCA Tumor
UBXN4,ENSG00000144224.16,0.27,BRCA Tumor
VPS29,ENSG00000111237.18,0.27,BRCA Tumor
TERF2,ENSG00000132604.10,0.27,BRCA Tumor
C15orf53,ENSG00000175779.1,0.27,BRCA Tumor
RNGTT,ENSG00000111880.15,0.27,BRCA Tumor
KRT18P22,ENSG00000218153.2,0.27,BRCA Tumor
SLC25A43,ENSG00000077713.18,0.27,BRCA Tumor
RP11-12A2.1,ENSG00000218565.2,0.27,BRCA Tumor
TRAV19,ENSG00000211799.3,0.27,BRCA Tumor
RALA,ENSG00000006451.7,0.27,BRCA Tumor
MKI67,ENSG00000148773.12,0.27,BRCA Tumor
IFI44L,ENSG00000137959.15,0.27,BRCA Tumor
KIF2A,ENSG00000068796.16,0.27,BRCA Tumor
TLR1,ENSG00000174125.7,0.27,BRCA Tumor
AP1G1,ENSG00000166747.12,0.27,BRCA Tumor
PTPN4,ENSG00000088179.8,0.27,BRCA Tumor
MTHFD2,ENSG00000065911.11,0.27,BRCA Tumor
LIN54,ENSG00000189308.10,0.27,BRCA Tumor
SIRPB2,ENSG00000196209.12,0.27,BRCA Tumor
TMOD3,ENSG00000138594.12,0.27,BRCA Tumor
PATL2,ENSG00000229474.6,0.27,BRCA Tumor
SOS1,ENSG00000115904.12,0.27,BRCA Tumor
SLC7A6,ENSG00000103064.13,0.27,BRCA Tumor
PPP2R5C,ENSG00000078304.19,0.27,BRCA Tumor
HNRNPA1P21,ENSG00000228168.1,0.27,BRCA Tumor
SIGLEC5,ENSG00000105501.11,0.27,BRCA Tumor
HPRT1,ENSG00000165704.14,0.27,BRCA Tumor
CLIC2,ENSG00000155962.12,0.27,BRCA Tumor
KCTD5,ENSG00000167977.8,0.27,BRCA Tumor
IRF8,ENSG00000140968.10,0.27,BRCA Tumor
OR2I1P,ENSG00000237988.3,0.27,BRCA Tumor
NMD3,ENSG00000169251.12,0.27,BRCA Tumor
AARS,ENSG00000090861.15,0.27,BRCA Tumor
TDRD7,ENSG00000196116.7,0.27,BRCA Tumor
IDH3A,ENSG00000166411.13,0.27,BRCA Tumor
LTA,ENSG00000226979.8,0.27,BRCA Tumor
DBF4P1,ENSG00000235489.4,0.27,BRCA Tumor
TRAV24,ENSG00000211805.1,0.27,BRCA Tumor
SLAMF1,ENSG00000117090.14,0.27,BRCA Tumor
GLRX2,ENSG00000023572.8,0.27,BRCA Tumor
ARHGAP25,ENSG00000163219.11,0.27,BRCA Tumor
STAMBP,ENSG00000124356.15,0.27,BRCA Tumor
MRPL35,ENSG00000132313.14,0.27,BRCA Tumor
STIL,ENSG00000123473.15,0.27,BRCA Tumor
SMC2,ENSG00000136824.18,0.27,BRCA Tumor
AP002954.4,ENSG00000255422.1,0.27,BRCA Tumor
RAB8B,ENSG00000166128.12,0.27,BRCA Tumor
NCK1-AS1,ENSG00000239213.5,0.27,BRCA Tumor
EFR3A,ENSG00000132294.13,0.27,BRCA Tumor
ZNF683,ENSG00000176083.17,0.27,BRCA Tumor
FUT2,ENSG00000176920.11,0.27,BRCA Tumor
IFNAR2,ENSG00000159110.19,0.27,BRCA Tumor
CENPK,ENSG00000123219.12,0.27,BRCA Tumor
KIF18A,ENSG00000121621.6,0.27,BRCA Tumor
ADAT1,ENSG00000065457.10,0.27,BRCA Tumor
MSR1,ENSG00000038945.14,0.27,BRCA Tumor
RRN3P2,ENSG00000103472.9,0.27,BRCA Tumor
TLR4,ENSG00000136869.13,0.27,BRCA Tumor
CORO1C,ENSG00000110880.10,0.27,BRCA Tumor
LHFPL2,ENSG00000145685.13,0.27,BRCA Tumor
PIP4K2C,ENSG00000166908.17,0.27,BRCA Tumor
XPO1,ENSG00000082898.16,0.27,BRCA Tumor
PSMD6,ENSG00000163636.10,0.27,BRCA Tumor
GNA13,ENSG00000120063.9,0.27,BRCA Tumor
TRAV2,ENSG00000211776.2,0.27,BRCA Tumor
KAT2B,ENSG00000114166.7,0.27,BRCA Tumor
ACAP2,ENSG00000114331.12,0.27,BRCA Tumor
TRBV7-3,ENSG00000211714.3,0.27,BRCA Tumor
AGAP2,ENSG00000135439.11,0.27,BRCA Tumor
GAN,ENSG00000261609.3,0.27,BRCA Tumor
SRXN1,ENSG00000271303.1,0.27,BRCA Tumor
MCTS1,ENSG00000232119.7,0.27,BRCA Tumor
EIF2S1,ENSG00000134001.12,0.27,BRCA Tumor
ARHGAP11B,ENSG00000187951.10,0.27,BRCA Tumor
SPN,ENSG00000197471.11,0.27,BRCA Tumor
RASSF4,ENSG00000107551.20,0.27,BRCA Tumor
NCOA3,ENSG00000124151.18,0.27,BRCA Tumor
ANKRD44,ENSG00000065413.16,0.27,BRCA Tumor
G2E3,ENSG00000092140.14,0.27,BRCA Tumor
OGFOD1,ENSG00000087263.16,0.27,BRCA Tumor
SUZ12,ENSG00000178691.10,0.27,BRCA Tumor
CEP55,ENSG00000138180.15,0.27,BRCA Tumor
OTOF,ENSG00000115155.16,0.27,BRCA Tumor
FAM111B,ENSG00000189057.10,0.27,BRCA Tumor
FAM91A1,ENSG00000176853.15,0.27,BRCA Tumor
SPRTN,ENSG00000010072.15,0.27,BRCA Tumor
CH17-118O6.3,ENSG00000275585.1,0.27,BRCA Tumor
SMC4,ENSG00000113810.15,0.27,BRCA Tumor
NCF1,ENSG00000158517.13,0.27,BRCA Tumor
L2HGDH,ENSG00000087299.11,0.27,BRCA Tumor
MTIF2,ENSG00000085760.14,0.27,BRCA Tumor
MAP3K2,ENSG00000169967.16,0.27,BRCA Tumor
ZBTB21,ENSG00000173276.13,0.27,BRCA Tumor
RP11-1094M14.8,ENSG00000267369.1,0.26,BRCA Tumor
CKLF,ENSG00000217555.12,0.26,BRCA Tumor
MASTL,ENSG00000120539.14,0.26,BRCA Tumor
PICALM,ENSG00000073921.17,0.26,BRCA Tumor
KIAA0586,ENSG00000100578.14,0.26,BRCA Tumor
SGOL1,ENSG00000129810.14,0.26,BRCA Tumor
MFSD9,ENSG00000135953.10,0.26,BRCA Tumor
MTPN,ENSG00000105887.10,0.26,BRCA Tumor
MSL3,ENSG00000005302.17,0.26,BRCA Tumor
RP11-292E2.1,ENSG00000241220.1,0.26,BRCA Tumor
ASCC3,ENSG00000112249.13,0.26,BRCA Tumor
DOK3,ENSG00000146094.13,0.26,BRCA Tumor
ATG4A,ENSG00000101844.17,0.26,BRCA Tumor
VTA1,ENSG00000009844.15,0.26,BRCA Tumor
SLC7A6OS,ENSG00000103061.11,0.26,BRCA Tumor
USP15,ENSG00000135655.13,0.26,BRCA Tumor
CHST11,ENSG00000171310.10,0.26,BRCA Tumor
CMKLR1,ENSG00000174600.13,0.26,BRCA Tumor
SLC9A6,ENSG00000198689.9,0.26,BRCA Tumor
RP11-345J18.2,ENSG00000274307.1,0.26,BRCA Tumor
ENOX2,ENSG00000165675.16,0.26,BRCA Tumor
TP53INP2,ENSG00000078804.12,0.26,BRCA Tumor
PSMF1,ENSG00000125818.17,0.26,BRCA Tumor
OTULIN,ENSG00000154124.4,0.26,BRCA Tumor
UBASH3A,ENSG00000160185.13,0.26,BRCA Tumor
TMPO,ENSG00000120802.13,0.26,BRCA Tumor
SPC25,ENSG00000152253.8,0.26,BRCA Tumor
IFI44,ENSG00000137965.10,0.26,BRCA Tumor
SCLT1,ENSG00000151466.11,0.26,BRCA Tumor
SMC1A,ENSG00000072501.17,0.26,BRCA Tumor
KBTBD8,ENSG00000163376.11,0.26,BRCA Tumor
EIF3J,ENSG00000104131.12,0.26,BRCA Tumor
PIGW,ENSG00000277161.1,0.26,BRCA Tumor
GPR180,ENSG00000152749.7,0.26,BRCA Tumor
RSPRY1,ENSG00000159579.13,0.26,BRCA Tumor
TRAV38-2DV8,ENSG00000211817.2,0.26,BRCA Tumor
HERC5,ENSG00000138646.8,0.26,BRCA Tumor
TRGV10,ENSG00000211694.2,0.26,BRCA Tumor
CD72,ENSG00000137101.12,0.26,BRCA Tumor
DHFRP1,ENSG00000188985.6,0.26,BRCA Tumor
DYNC1LI2,ENSG00000135720.12,0.26,BRCA Tumor
LAX1,ENSG00000122188.12,0.26,BRCA Tumor
KIAA1033,ENSG00000136051.13,0.26,BRCA Tumor
PSMD12,ENSG00000197170.9,0.26,BRCA Tumor
CCNB1,ENSG00000134057.14,0.26,BRCA Tumor
CTSB,ENSG00000164733.20,0.26,BRCA Tumor
IFNGR1,ENSG00000027697.12,0.26,BRCA Tumor
CD200R1,ENSG00000163606.10,0.26,BRCA Tumor
COX7B,ENSG00000131174.4,0.26,BRCA Tumor
OSTM1,ENSG00000081087.14,0.26,BRCA Tumor
SNTB2,ENSG00000168807.16,0.26,BRCA Tumor
DLD,ENSG00000091140.12,0.26,BRCA Tumor
IKZF1,ENSG00000185811.16,0.26,BRCA Tumor
UPRT,ENSG00000094841.13,0.26,BRCA Tumor
AC009950.1,ENSG00000280755.1,0.26,BRCA Tumor
GFI1,ENSG00000162676.11,0.26,BRCA Tumor
UBE2D2,ENSG00000131508.15,0.26,BRCA Tumor
TRAV8-2,ENSG00000211786.3,0.26,BRCA Tumor
PLEKHA8,ENSG00000106086.18,0.26,BRCA Tumor
IKZF3,ENSG00000161405.16,0.26,BRCA Tumor
SGPP1,ENSG00000126821.7,0.26,BRCA Tumor
ZBTB33,ENSG00000177485.6,0.26,BRCA Tumor
YY1,ENSG00000100811.10,0.26,BRCA Tumor
HLA-C,ENSG00000204525.14,0.26,BRCA Tumor
RNF6,ENSG00000127870.16,0.26,BRCA Tumor
P2RY6,ENSG00000171631.14,0.26,BRCA Tumor
NCAPG,ENSG00000109805.9,0.26,BRCA Tumor
PDK1,ENSG00000152256.13,0.26,BRCA Tumor
SLC8A1,ENSG00000183023.18,0.26,BRCA Tumor
GLRX,ENSG00000173221.13,0.26,BRCA Tumor
STYX,ENSG00000198252.11,0.26,BRCA Tumor
HSPE1-MOB4,ENSG00000270757.1,0.26,BRCA Tumor
GNE,ENSG00000159921.14,0.26,BRCA Tumor
NRIR,ENSG00000225964.5,0.26,BRCA Tumor
PHF6,ENSG00000156531.16,0.26,BRCA Tumor
NUP155,ENSG00000113569.15,0.26,BRCA Tumor
CTC-465D4.1,ENSG00000256499.1,0.26,BRCA Tumor
LILRA6,ENSG00000244482.9,0.26,BRCA Tumor
PANX1,ENSG00000110218.8,0.26,BRCA Tumor
FAM192A,ENSG00000172775.16,0.26,BRCA Tumor
NLRC3,ENSG00000167984.16,0.26,BRCA Tumor
MTRF1L,ENSG00000112031.15,0.26,BRCA Tumor
LCLAT1,ENSG00000172954.13,0.26,BRCA Tumor
PHLPP2,ENSG00000040199.18,0.26,BRCA Tumor
ARL5A,ENSG00000162980.16,0.26,BRCA Tumor
C14orf142,ENSG00000170270.4,0.26,BRCA Tumor
GPR171,ENSG00000174946.6,0.26,BRCA Tumor
ADAP2,ENSG00000184060.10,0.26,BRCA Tumor
TRGV4,ENSG00000211698.2,0.26,BRCA Tumor
CCNA2,ENSG00000145386.9,0.26,BRCA Tumor
STARD4,ENSG00000164211.12,0.26,BRCA Tumor
NAE1,ENSG00000159593.14,0.26,BRCA Tumor
SLMO2,ENSG00000101166.15,0.26,BRCA Tumor
CHMP2B,ENSG00000083937.8,0.26,BRCA Tumor
SLA,ENSG00000155926.13,0.26,BRCA Tumor
HELLS,ENSG00000119969.14,0.26,BRCA Tumor
MIR155HG,ENSG00000234883.3,0.26,BRCA Tumor
XCL2,ENSG00000143185.3,0.26,BRCA Tumor
HSBP1,ENSG00000230989.6,0.26,BRCA Tumor
WSB2,ENSG00000176871.8,0.26,BRCA Tumor
CTCF,ENSG00000102974.14,0.26,BRCA Tumor
RP11-303E16.2,ENSG00000261061.1,0.26,BRCA Tumor
CTB-11I22.1,ENSG00000253256.1,0.26,BRCA Tumor
INPP4A,ENSG00000040933.15,0.26,BRCA Tumor
SETX,ENSG00000107290.13,0.26,BRCA Tumor
SLC36A1,ENSG00000123643.12,0.26,BRCA Tumor
PCYT1A,ENSG00000161217.11,0.26,BRCA Tumor
RP11-320N21.2,ENSG00000254248.1,0.26,BRCA Tumor
RP11-576I22.2,ENSG00000231407.5,0.26,BRCA Tumor
SH2D1A,ENSG00000183918.14,0.26,BRCA Tumor
DERL1,ENSG00000136986.9,0.26,BRCA Tumor
MAP3K5,ENSG00000197442.9,0.26,BRCA Tumor
SP100,ENSG00000067066.16,0.26,BRCA Tumor
CMTR2,ENSG00000180917.16,0.26,BRCA Tumor
TRAC,ENSG00000277734.4,0.26,BRCA Tumor
SASH3,ENSG00000122122.9,0.26,BRCA Tumor
TRBV3-1,ENSG00000237702.2,0.26,BRCA Tumor
ELK4,ENSG00000158711.13,0.26,BRCA Tumor
FAM98A,ENSG00000119812.18,0.26,BRCA Tumor
PHTF2,ENSG00000006576.16,0.26,BRCA Tumor
TRAV5,ENSG00000211779.3,0.26,BRCA Tumor
GEN1,ENSG00000178295.14,0.26,BRCA Tumor
NCKAP1,ENSG00000061676.14,0.26,BRCA Tumor
CENPBD1,ENSG00000177946.5,0.26,BRCA Tumor
FBXO34,ENSG00000178974.9,0.26,BRCA Tumor
MRS2,ENSG00000124532.14,0.26,BRCA Tumor
RAB22A,ENSG00000124209.3,0.26,BRCA Tumor
CCSER2,ENSG00000107771.15,0.26,BRCA Tumor
AP4E1,ENSG00000081014.10,0.26,BRCA Tumor
TRAV36DV7,ENSG00000211815.3,0.26,BRCA Tumor
BUB1,ENSG00000169679.14,0.26,BRCA Tumor
RP11-343C2.12,ENSG00000272617.1,0.26,BRCA Tumor
YWHAG,ENSG00000170027.6,0.26,BRCA Tumor
KLRK1,ENSG00000213809.8,0.26,BRCA Tumor
ZUFSP,ENSG00000153975.9,0.26,BRCA Tumor
RP11-837J7.3,ENSG00000280426.1,0.26,BRCA Tumor
CHUK,ENSG00000213341.10,0.26,BRCA Tumor
POMP,ENSG00000132963.7,0.26,BRCA Tumor
ATAD2B,ENSG00000119778.14,0.26,BRCA Tumor
SEL1L3,ENSG00000091490.10,0.26,BRCA Tumor
PPP1R2P1,ENSG00000234515.1,0.26,BRCA Tumor
SYNCRIP,ENSG00000135316.17,0.26,BRCA Tumor
YIPF4,ENSG00000119820.10,0.26,BRCA Tumor
DDX60,ENSG00000137628.16,0.26,BRCA Tumor
ETF1,ENSG00000120705.12,0.26,BRCA Tumor
AC061992.2,ENSG00000267737.1,0.26,BRCA Tumor
CCT8,ENSG00000156261.12,0.26,BRCA Tumor
LPAR5,ENSG00000184574.9,0.26,BRCA Tumor
IDE,ENSG00000119912.15,0.26,BRCA Tumor
RC3H2,ENSG00000056586.15,0.26,BRCA Tumor
AC104820.2,ENSG00000234663.5,0.25,BRCA Tumor
MANF,ENSG00000145050.15,0.25,BRCA Tumor
PTCD3,ENSG00000132300.18,0.25,BRCA Tumor
TDG,ENSG00000139372.14,0.25,BRCA Tumor
NUS1,ENSG00000153989.7,0.25,BRCA Tumor
ITK,ENSG00000113263.12,0.25,BRCA Tumor
RP11-284N8.3,ENSG00000259834.1,0.25,BRCA Tumor
XPOTP1,ENSG00000214185.3,0.25,BRCA Tumor
LRP8,ENSG00000157193.14,0.25,BRCA Tumor
FAM126B,ENSG00000155744.9,0.25,BRCA Tumor
CSNK2A2,ENSG00000070770.8,0.25,BRCA Tumor
TMEM65,ENSG00000164983.7,0.25,BRCA Tumor
CENPE,ENSG00000138778.11,0.25,BRCA Tumor
GBP2,ENSG00000162645.12,0.25,BRCA Tumor
RGS18,ENSG00000150681.9,0.25,BRCA Tumor
XXbac-BPG246D15.9,ENSG00000250264.1,0.25,BRCA Tumor
CSNK2A1,ENSG00000101266.16,0.25,BRCA Tumor
C5orf22,ENSG00000082213.17,0.25,BRCA Tumor
PGBD4P1,ENSG00000244273.1,0.25,BRCA Tumor
ZNF200,ENSG00000010539.11,0.25,BRCA Tumor
RAB7A,ENSG00000075785.12,0.25,BRCA Tumor
POLE2,ENSG00000100479.12,0.25,BRCA Tumor
STX7,ENSG00000079950.13,0.25,BRCA Tumor
TPX2,ENSG00000088325.15,0.25,BRCA Tumor
UBQLN1,ENSG00000135018.13,0.25,BRCA Tumor
CDCP1,ENSG00000163814.7,0.25,BRCA Tumor
LILRA5,ENSG00000187116.13,0.25,BRCA Tumor
UFD1L,ENSG00000070010.18,0.25,BRCA Tumor
ZPR1,ENSG00000109917.10,0.25,BRCA Tumor
TRBV27,ENSG00000211752.3,0.25,BRCA Tumor
NPL,ENSG00000135838.13,0.25,BRCA Tumor
IRF9,ENSG00000213928.8,0.25,BRCA Tumor
SLC2A5,ENSG00000142583.17,0.25,BRCA Tumor
FPR2,ENSG00000171049.8,0.25,BRCA Tumor
EIF2AK3,ENSG00000172071.11,0.25,BRCA Tumor
DIAPH3,ENSG00000139734.17,0.25,BRCA Tumor
SLAMF6,ENSG00000162739.13,0.25,BRCA Tumor
PPP1CB,ENSG00000213639.9,0.25,BRCA Tumor
TMED7-TICAM2,ENSG00000251201.8,0.25,BRCA Tumor
TTPAL,ENSG00000124120.10,0.25,BRCA Tumor
ARF6,ENSG00000165527.6,0.25,BRCA Tumor
SRSF10,ENSG00000188529.14,0.25,BRCA Tumor
LGALS17A,ENSG00000226025.9,0.25,BRCA Tumor
CENPQ,ENSG00000031691.6,0.25,BRCA Tumor
LY75,ENSG00000054219.10,0.25,BRCA Tumor
EIF1AXP1,ENSG00000236698.1,0.25,BRCA Tumor
NUDT21,ENSG00000167005.13,0.25,BRCA Tumor
PLA2G7,ENSG00000146070.16,0.25,BRCA Tumor
CTC-512J14.5,ENSG00000248569.1,0.25,BRCA Tumor
NIN,ENSG00000100503.23,0.25,BRCA Tumor
LINC01270,ENSG00000203999.8,0.25,BRCA Tumor
ATP13A3,ENSG00000133657.14,0.25,BRCA Tumor
RAD51,ENSG00000051180.16,0.25,BRCA Tumor
INCENP,ENSG00000149503.12,0.25,BRCA Tumor
DDX19B,ENSG00000157349.15,0.25,BRCA Tumor
SLC33A1,ENSG00000169359.13,0.25,BRCA Tumor
CTB-11I22.2,ENSG00000253315.1,0.25,BRCA Tumor
RP5-1091N2.9,ENSG00000228427.1,0.25,BRCA Tumor
GAS2L3,ENSG00000139354.10,0.25,BRCA Tumor
TRAV1-2,ENSG00000256553.1,0.25,BRCA Tumor
GALM,ENSG00000143891.16,0.25,BRCA Tumor
ESF1,ENSG00000089048.14,0.25,BRCA Tumor
JAK3,ENSG00000105639.18,0.25,BRCA Tumor
ANKRD13A,ENSG00000076513.16,0.25,BRCA Tumor
EXOSC6,ENSG00000223496.2,0.25,BRCA Tumor
NCAPG2,ENSG00000146918.19,0.25,BRCA Tumor
PML,ENSG00000140464.19,0.25,BRCA Tumor
ITSN2,ENSG00000198399.14,0.25,BRCA Tumor
NKAP,ENSG00000101882.9,0.25,BRCA Tumor
GIMAP5,ENSG00000196329.10,0.25,BRCA Tumor
TRAV38-1,ENSG00000211816.2,0.25,BRCA Tumor
HSPH1,ENSG00000120694.19,0.25,BRCA Tumor
MDH1,ENSG00000014641.17,0.25,BRCA Tumor
SLC7A5,ENSG00000103257.8,0.25,BRCA Tumor
ADAR,ENSG00000160710.15,0.25,BRCA Tumor
MAPK14,ENSG00000112062.10,0.25,BRCA Tumor
GVINP1,ENSG00000254838.5,0.25,BRCA Tumor
KPNA1,ENSG00000114030.12,0.25,BRCA Tumor
RP11-223C24.1,ENSG00000249806.1,0.25,BRCA Tumor
PSMA5,ENSG00000143106.12,0.25,BRCA Tumor
ZNF207,ENSG00000010244.16,0.25,BRCA Tumor
VNN2,ENSG00000112303.13,0.25,BRCA Tumor
SAMD9,ENSG00000205413.7,0.25,BRCA Tumor
EOMES,ENSG00000163508.12,0.25,BRCA Tumor
RAB5A,ENSG00000144566.10,0.25,BRCA Tumor
UHRF1BP1,ENSG00000065060.16,0.25,BRCA Tumor
KIAA0226,ENSG00000145016.13,0.25,BRCA Tumor
ATG12,ENSG00000145782.12,0.25,BRCA Tumor
CKAP2,ENSG00000136108.14,0.25,BRCA Tumor
ADAM8,ENSG00000151651.15,0.25,BRCA Tumor
ITGB7,ENSG00000139626.15,0.25,BRCA Tumor
DONSON,ENSG00000159147.17,0.25,BRCA Tumor
ARMC8,ENSG00000114098.17,0.25,BRCA Tumor
FZD5,ENSG00000163251.3,0.25,BRCA Tumor
TRAV14DV4,ENSG00000211792.2,0.25,BRCA Tumor
ZNF80,ENSG00000174255.6,0.25,BRCA Tumor
ANXA4,ENSG00000196975.14,0.25,BRCA Tumor
FKBP1A,ENSG00000088832.14,0.25,BRCA Tumor
PSMC6,ENSG00000100519.11,0.25,BRCA Tumor
CYSLTR2,ENSG00000152207.7,0.25,BRCA Tumor
CIRH1A,ENSG00000141076.17,0.25,BRCA Tumor
TRBV20-1,ENSG00000211747.3,0.25,BRCA Tumor
PSMD11,ENSG00000108671.9,0.25,BRCA Tumor
TLDC2,ENSG00000101342.9,0.25,BRCA Tumor
TGIF2-C20orf24,ENSG00000259399.1,0.25,BRCA Tumor
RABIF,ENSG00000183155.4,0.25,BRCA Tumor
MSN,ENSG00000147065.16,0.25,BRCA Tumor
ARF4,ENSG00000168374.10,0.25,BRCA Tumor
KCNA3,ENSG00000177272.8,0.25,BRCA Tumor
TOMM70A,ENSG00000154174.7,0.25,BRCA Tumor
TLR2,ENSG00000137462.6,0.25,BRCA Tumor
ZFP91,ENSG00000186660.14,0.25,BRCA Tumor
CEP128,ENSG00000100629.16,0.25,BRCA Tumor
